Date,Open,High,Low,Close,Volume
1980-12-12 00:00:00-05:00,0.098834455,0.099264146,0.098834455,0.098834455,469033600
1980-12-15 00:00:00-05:00,0.09410792,0.09410792,0.093678229,0.093678229,175884800
1980-12-16 00:00:00-05:00,0.087232131,0.087232131,0.086802445,0.086802445,105728000
1980-12-17 00:00:00-05:00,0.088950887,0.089380579,0.088950887,0.088950887,86441600
1980-12-18 00:00:00-05:00,0.091529772,0.091959457,0.091529772,0.091529772,73449600
1980-12-19 00:00:00-05:00,0.097115733,0.097545424,0.097115733,0.097115733,48630400
1980-12-22 00:00:00-05:00,0.101842254,0.102272714,0.101842254,0.101842254,37363200
1980-12-23 00:00:00-05:00,0.106139958,0.106569649,0.106139958,0.106139958,46950400
1980-12-24 00:00:00-05:00,0.111725859,0.11215555,0.111725859,0.111725859,48003200
1980-12-26 00:00:00-05:00,0.122039162,0.122468853,0.122039162,0.122039162,55574400
1980-12-29 00:00:00-05:00,0.123757914,0.124187605,0.123757914,0.123757914,93161600
1980-12-30 00:00:00-05:00,0.121179846,0.121179846,0.120750166,0.120750166,68880000
1980-12-31 00:00:00-05:00,0.117742264,0.117742264,0.117312573,0.117312573,35750400
1981-01-02 00:00:00-05:00,0.118601747,0.11946113,0.118601747,0.118601747,21660800
1981-01-05 00:00:00-05:00,0.11645325,0.11645325,0.11602357,0.11602357,35728000
1981-01-06 00:00:00-05:00,0.111296231,0.111296231,0.110866539,0.110866539,45158400
1981-01-07 00:00:00-05:00,0.106569649,0.106569649,0.106139958,0.106139958,55686400
1981-01-08 00:00:00-05:00,0.104421226,0.104421226,0.103991546,0.103991546,39827200
1981-01-09 00:00:00-05:00,0.10957747,0.110007161,0.10957747,0.10957747,21504000
1981-01-12 00:00:00-05:00,0.109577453,0.109577453,0.108718082,0.108718082,23699200
1981-01-13 00:00:00-05:00,0.10528058,0.10528058,0.104850888,0.104850888,23049600
1981-01-14 00:00:00-05:00,0.105280586,0.105710277,0.105280586,0.105280586,14291200
1981-01-15 00:00:00-05:00,0.107429042,0.108288414,0.107429042,0.107429042,14067200
1981-01-16 00:00:00-05:00,0.106999339,0.106999339,0.106569648,0.106569648,13395200
1981-01-19 00:00:00-05:00,0.113015056,0.113444747,0.113015056,0.113015056,41574400
1981-01-20 00:00:00-05:00,0.110007161,0.110007161,0.10957747,0.10957747,30083200
1981-01-21 00:00:00-05:00,0.111725859,0.11258523,0.111725859,0.111725859,15904000
1981-01-22 00:00:00-05:00,0.113015056,0.113874439,0.113015056,0.113015056,35548800
1981-01-23 00:00:00-05:00,0.113014953,0.113444644,0.112585261,0.112585261,11222400
1981-01-26 00:00:00-05:00,0.111296231,0.111296231,0.110866539,0.110866539,24640000
1981-01-27 00:00:00-05:00,0.110866508,0.110866508,0.110007137,0.110007137,23699200
1981-01-28 00:00:00-05:00,0.106999339,0.106999339,0.106569648,0.106569648,28156800
1981-01-29 00:00:00-05:00,0.103132167,0.103132167,0.102702476,0.102702476,43904000
1981-01-30 00:00:00-05:00,0.097975115,0.097975115,0.097115733,0.097115733,46188800
1981-02-02 00:00:00-05:00,0.091959457,0.091959457,0.091529772,0.091529772,23766400
1981-02-03 00:00:00-05:00,0.094967283,0.095396969,0.094967283,0.094967283,19152000
1981-02-04 00:00:00-05:00,0.098404802,0.098834482,0.098404802,0.098404802,27865600
1981-02-05 00:00:00-05:00,0.098404802,0.099264173,0.098404802,0.098404802,7929600
1981-02-06 00:00:00-05:00,0.098834455,0.099264146,0.098834455,0.098834455,13865600
1981-02-09 00:00:00-05:00,0.094537605,0.094537605,0.093678229,0.093678229,16755200
1981-02-10 00:00:00-05:00,0.093678229,0.09410792,0.093678229,0.093678229,18345600
1981-02-11 00:00:00-05:00,0.09110007,0.09110007,0.090670384,0.090670384,13843200
1981-02-12 00:00:00-05:00,0.090240697,0.090240697,0.089810237,0.089810237,14560000
1981-02-13 00:00:00-05:00,0.088521172,0.088521172,0.087661795,0.087661795,11155200
1981-02-17 00:00:00-05:00,0.089810237,0.090240697,0.089810237,0.089810237,12275200
1981-02-18 00:00:00-05:00,0.093678229,0.094537605,0.093678229,0.093678229,19241600
1981-02-19 00:00:00-05:00,0.088521176,0.088521176,0.088091485,0.088091485,22310400
1981-02-20 00:00:00-05:00,0.083794595,0.083794595,0.083364904,0.083364904,24371200
1981-02-23 00:00:00-05:00,0.084654018,0.08508371,0.084654018,0.084654018,14112000
1981-02-24 00:00:00-05:00,0.082505528,0.082505528,0.081646152,0.081646152,16979200
1981-02-25 00:00:00-05:00,0.086802445,0.087232131,0.086802445,0.086802445,19488000
1981-02-26 00:00:00-05:00,0.088091485,0.088521176,0.088091485,0.088091485,10841600
1981-02-27 00:00:00-05:00,0.091100097,0.091959474,0.091100097,0.091100097,14761600
1981-03-02 00:00:00-05:00,0.091529772,0.091959457,0.091529772,0.091529772,11760000
1981-03-03 00:00:00-05:00,0.090670408,0.090670408,0.090240717,0.090240717,16172800
1981-03-04 00:00:00-05:00,0.089810255,0.089810255,0.08938057,0.08938057,13708800
1981-03-05 00:00:00-05:00,0.089380579,0.089380579,0.088950887,0.088950887,5376000
1981-03-06 00:00:00-05:00,0.088950862,0.088950862,0.088091485,0.088091485,11603200
1981-03-09 00:00:00-05:00,0.081646162,0.081646162,0.081216477,0.081216477,15321600
1981-03-10 00:00:00-05:00,0.077778208,0.077778208,0.077348523,0.077348523,28380800
1981-03-11 00:00:00-05:00,0.07520004,0.07520004,0.074340664,0.074340664,29859200
1981-03-12 00:00:00-05:00,0.077348523,0.077778208,0.077348523,0.077348523,59248000
1981-03-13 00:00:00-05:00,0.076918836,0.076918836,0.076489151,0.076489151,231302400
1981-03-16 00:00:00-05:00,0.079497732,0.080357109,0.079497732,0.079497732,37228800
1981-03-17 00:00:00-05:00,0.083364904,0.08422428,0.083364904,0.083364904,43747200
1981-03-18 00:00:00-05:00,0.088521175,0.089380552,0.088521175,0.088521175,36937600
1981-03-19 00:00:00-05:00,0.088091481,0.088091481,0.087661795,0.087661795,37811200
1981-03-20 00:00:00-05:00,0.088521175,0.089380552,0.088521175,0.088521175,14604800
1981-03-23 00:00:00-05:00,0.091959447,0.092818823,0.091959447,0.091959447,22019200
1981-03-24 00:00:00-05:00,0.091959457,0.091959457,0.091529772,0.091529772,28156800
1981-03-25 00:00:00-05:00,0.090670388,0.090670388,0.089810237,0.089810237,7056000
1981-03-26 00:00:00-05:00,0.088521176,0.088521176,0.088091485,0.088091485,12275200
1981-03-27 00:00:00-05:00,0.085513364,0.085513364,0.085083678,0.085083678,12252800
1981-03-30 00:00:00-05:00,0.085083678,0.085943055,0.085083678,0.085083678,9900800
1981-03-31 00:00:00-05:00,0.085083645,0.085083645,0.084224269,0.084224269,15993600
1981-04-01 00:00:00-05:00,0.083794595,0.083794595,0.083364904,0.083364904,34070400
1981-04-02 00:00:00-05:00,0.090670384,0.09110007,0.090670384,0.090670384,31404800
1981-04-03 00:00:00-05:00,0.091100097,0.091529788,0.091100097,0.091100097,16486400
1981-04-06 00:00:00-05:00,0.089810255,0.089810255,0.08938057,0.08938057,22803200
1981-04-07 00:00:00-05:00,0.088950861,0.088950861,0.088521175,0.088521175,10684800
1981-04-08 00:00:00-05:00,0.092818849,0.093678226,0.092818849,0.092818849,21952000
1981-04-09 00:00:00-05:00,0.094537571,0.094967262,0.094537571,0.094537571,12499200
1981-04-10 00:00:00-05:00,0.095826648,0.096256334,0.095826648,0.095826648,33465600
1981-04-13 00:00:00-05:00,0.095826648,0.096256334,0.095826648,0.095826648,16060800
1981-04-14 00:00:00-05:00,0.095826648,0.096256334,0.095826648,0.095826648,6652800
1981-04-15 00:00:00-05:00,0.091529788,0.091529788,0.091100097,0.091100097,34048000
1981-04-16 00:00:00-05:00,0.086372759,0.086372759,0.085943073,0.085943073,23878400
1981-04-20 00:00:00-05:00,0.088521175,0.088950861,0.088521175,0.088521175,35347200
1981-04-21 00:00:00-05:00,0.094537571,0.094967262,0.094537571,0.094537571,28537600
1981-04-22 00:00:00-05:00,0.09797509,0.098404781,0.09797509,0.09797509,18995200
1981-04-23 00:00:00-05:00,0.100553222,0.100982913,0.100553222,0.100553222,58016000
1981-04-24 00:00:00-05:00,0.100553243,0.100553243,0.099693872,0.099693872,35056000
1981-04-27 00:00:00-04:00,0.099264146,0.099264146,0.098834455,0.098834455,38528000
1981-04-28 00:00:00-04:00,0.097545424,0.097545424,0.097115733,0.097115733,32188800
1981-04-29 00:00:00-04:00,0.096256334,0.096256334,0.095826648,0.095826648,13641600
1981-04-30 00:00:00-04:00,0.097545393,0.098404775,0.097545393,0.097545393,12611200
1981-05-01 00:00:00-04:00,0.097545393,0.098404775,0.097545393,0.097545393,16553600
1981-05-04 00:00:00-04:00,0.097545424,0.097545424,0.097115733,0.097115733,14448000
1981-05-05 00:00:00-04:00,0.097115715,0.097115715,0.096686035,0.096686035,17539200
1981-05-06 00:00:00-04:00,0.094537604,0.094537604,0.094107918,0.094107918,18950400
1981-05-07 00:00:00-04:00,0.095396943,0.095826635,0.095396943,0.095396943,9363200
1981-05-08 00:00:00-04:00,0.096256331,0.096686022,0.096256331,0.096256331,7907200
1981-05-11 00:00:00-04:00,0.094537604,0.094537604,0.094107918,0.094107918,11939200
1981-05-12 00:00:00-04:00,0.094107918,0.095396981,0.094107918,0.094107918,4256000
1981-05-13 00:00:00-04:00,0.09410792,0.094967297,0.093678229,0.093678229,4905600
1981-05-14 00:00:00-04:00,0.093248573,0.093248573,0.092389196,0.092389196,4928000
1981-05-15 00:00:00-04:00,0.094537571,0.095826639,0.094537571,0.094537571,4905600
1981-05-18 00:00:00-04:00,0.096256331,0.097115701,0.096256331,0.096256331,4166400
1981-05-19 00:00:00-04:00,0.094967262,0.094967262,0.094537571,0.094537571,25424000
1981-05-20 00:00:00-04:00,0.097545393,0.098404775,0.097545393,0.097545393,13283200
1981-05-21 00:00:00-04:00,0.103132114,0.103561805,0.103132114,0.103132114,32211200
1981-05-22 00:00:00-04:00,0.107858725,0.108718108,0.107858725,0.107858725,31427200
1981-05-26 00:00:00-04:00,0.107858722,0.107858722,0.107429042,0.107429042,85344000
1981-05-27 00:00:00-04:00,0.113444693,0.113874385,0.113444693,0.113444693,149497600
1981-05-28 00:00:00-04:00,0.113444693,0.113874385,0.113444693,0.113444693,73987200
